1    851417  0.5918951517595206  0  7.160348852196079e-06
35019  neutrio  0  3.475939546459408e-07  1  2.1481046556588235e-05
35020  neutron  1  1.0427818639378223e-06  0  7.160348852196079e-06
35021  neuxmrw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35022  nev  0  3.475939546459408e-07  1  2.1481046556588235e-05
35023  nevada  0  3.475939546459408e-07  1  2.1481046556588235e-05
35024  never  129  9.002683425329867e-05  0  7.160348852196079e-06
35025  neveragain  0  3.475939546459408e-07  1  2.1481046556588235e-05
35026  nevertheless  1  1.0427818639378223e-06  0  7.160348852196079e-06
35027  nevillefernandes  0  3.475939546459408e-07  1  2.1481046556588235e-05
35028  nevin  6  4.5187214103972305e-06  0  7.160348852196079e-06
35029  nevlgr  0  3.475939546459408e-07  1  2.1481046556588235e-05
35030  nevlle  0  3.475939546459408e-07  1  2.1481046556588235e-05
35031  nevspciepnwofnnq  0  3.475939546459408e-07  1  2.1481046556588235e-05
35032  nevuenawlti  0  3.475939546459408e-07  1  2.1481046556588235e-05
35033  new  386  0.00026869012694131226  0  7.160348852196079e-06
35034  newaddresses  0  3.475939546459408e-07  1  2.1481046556588235e-05
35035  newand  0  3.475939546459408e-07  1  2.1481046556588235e-05
35036  newark  2  1.737969773229704e-06  0  7.160348852196079e-06
35037  newbie  5  3.823533501105349e-06  0  7.160348852196079e-06
35038  newborns  1  1.0427818639378223e-06  0  7.160348852196079e-06
35039  newby  2  1.737969773229704e-06  0  7.160348852196079e-06
35040  newcandidate  4  3.1283455918134672e-06  0  7.160348852196079e-06
35041  newcar  0  3.475939546459408e-07  1  2.1481046556588235e-05
35042  newedgenetworks  0  3.475939546459408e-07  1  2.1481046556588235e-05
35043  newer  4  3.1283455918134672e-06  0  7.160348852196079e-06
35044  newest  2  1.737969773229704e-06  0  7.160348852196079e-06
35045  newfangled  1  1.0427818639378223e-06  0  7.160348852196079e-06
35046  newftoc  1  1.0427818639378223e-06  0  7.160348852196079e-06
35047  newgen  0  3.475939546459408e-07  1  2.1481046556588235e-05
35048  newgold  0  3.475939546459408e-07  1  2.1481046556588235e-05
35049  newgroups  0  3.475939546459408e-07  1  2.1481046556588235e-05
35050  newh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35051  newhgh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35052  newide  1  1.0427818639378223e-06  0  7.160348852196079e-06
35053  newline  6  4.5187214103972305e-06  0  7.160348852196079e-06
35054  newlinepubs  0  3.475939546459408e-07  1  2.1481046556588235e-05
35055  newlines  2  1.737969773229704e-06  0  7.160348852196079e-06
35056  newly  4  3.1283455918134672e-06  0  7.160348852196079e-06
35057  newmail  0  3.475939546459408e-07  1  2.1481046556588235e-05
35058  newman  0  3.475939546459408e-07  1  2.1481046556588235e-05
35059  newmanj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35060  newmex  0  3.475939546459408e-07  1  2.1481046556588235e-05
35061  newni  0  3.475939546459408e-07  1  2.1481046556588235e-05
35062  newnorth  0  3.475939546459408e-07  1  2.1481046556588235e-05
35063  neworleans  0  3.475939546459408e-07  1  2.1481046556588235e-05
35064  newperseus  0  3.475939546459408e-07  1  2.1481046556588235e-05
35065  newpoint  0  3.475939546459408e-07  1  2.1481046556588235e-05
35066  newport  0  3.475939546459408e-07  1  2.1481046556588235e-05
35067  newportsystemsusa  0  3.475939546459408e-07  1  2.1481046556588235e-05
35068  news  125  8.724608261613114e-05  0  7.160348852196079e-06
35069  newsales  0  3.475939546459408e-07  1  2.1481046556588235e-05
35070  newsalesjob  0  3.475939546459408e-07  1  2.1481046556588235e-05
35071  newscientist  1  1.0427818639378223e-06  0  7.160348852196079e-06
35072  newsgroup  19  1.355616423119169e-05  0  7.160348852196079e-06
35073  newsgroups  16  1.1470600503316046e-05  0  7.160348852196079e-06
35074  newsid  7  5.213909319689112e-06  0  7.160348852196079e-06
35075  newskies  0  3.475939546459408e-07  1  2.1481046556588235e-05
35076  newsletter  3  2.4331576825215854e-06  0  7.160348852196079e-06
35077  newsletters  4  3.1283455918134672e-06  0  7.160348852196079e-06
35078  newslist  0  3.475939546459408e-07  1  2.1481046556588235e-05
35079  newsman  0  3.475939546459408e-07  1  2.1481046556588235e-05
35080  newsnat  1  1.0427818639378223e-06  0  7.160348852196079e-06
35081  newsnight  1  1.0427818639378223e-06  0  7.160348852196079e-06
35082  newspaper  0  3.475939546459408e-07  1  2.1481046556588235e-05
35083  newspapers  4  3.1283455918134672e-06  0  7.160348852196079e-06
35084  newswire  2  1.737969773229704e-06  0  7.160348852196079e-06
35085  newswires  2  1.737969773229704e-06  0  7.160348852196079e-06
35086  newton  0  3.475939546459408e-07  1  2.1481046556588235e-05
35087  newweb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35088  newworldiq  13  9.385036775440402e-06  0  7.160348852196079e-06
35089  newyork  1  1.0427818639378223e-06  0  7.160348852196079e-06
35090  nexgenmall  0  3.475939546459408e-07  1  2.1481046556588235e-05
35091  nexo  0  3.475939546459408e-07  1  2.1481046556588235e-05
35092  next  88  6.152412997233152e-05  0  7.160348852196079e-06
35093  nextel  0  3.475939546459408e-07  1  2.1481046556588235e-05
35094  nextfolder  2  1.737969773229704e-06  0  7.160348852196079e-06
35095  nextimplied  1  1.0427818639378223e-06  0  7.160348852196079e-06
35096  nextleft  0  3.475939546459408e-07  1  2.1481046556588235e-05
35097  nextmail  0  3.475939546459408e-07  1  2.1481046556588235e-05
35098  nextpart  32  2.259360705198615e-05  0  7.160348852196079e-06
35099  nextserver  15  1.0775412594024165e-05  0  7.160348852196079e-06
35100  nextstep  1  1.0427818639378223e-06  0  7.160348852196079e-06
35101  nexus  62  4.34492443307426e-05  0  7.160348852196079e-06
35102  ney  0  3.475939546459408e-07  1  2.1481046556588235e-05
35103  nezre  0  3.475939546459408e-07  1  2.1481046556588235e-05
35104  nf  2  1.737969773229704e-06  0  7.160348852196079e-06
35105  nfakmgapgsejcqaogr  0  3.475939546459408e-07  1  2.1481046556588235e-05
35106  nfazxj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35107  nfbbkgicnjakamhiopmbaehbdmaa  1  1.0427818639378223e-06  0  7.160348852196079e-06
35108  nfbbkgicnjakamhiopmbeejbdmaa  3  2.4331576825215854e-06  0  7.160348852196079e-06
35109  nfbs  0  3.475939546459408e-07  1  2.1481046556588235e-05
35110  nfbxwqtqhcvotxu  0  3.475939546459408e-07  1  2.1481046556588235e-05
35111  nfd  0  3.475939546459408e-07  1  2.1481046556588235e-05
35112  nfdc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35113  nfeuusp  0  3.475939546459408e-07  1  2.1481046556588235e-05
35114  nfihrlbxbsyxrlcy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35115  nfj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35116  nfjfthgjrijyabbhaoy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35117  nfld  0  3.475939546459408e-07  1  2.1481046556588235e-05
35118  nflnzaplqwhzwwtz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35119  nfm  0  3.475939546459408e-07  1  2.1481046556588235e-05
35120  nfn  1  1.0427818639378223e-06  0  7.160348852196079e-06
35121  nfo  0  3.475939546459408e-07  1  2.1481046556588235e-05
35122  nfpdn  1  1.0427818639378223e-06  0  7.160348852196079e-06
35123  nfq  0  3.475939546459408e-07  1  2.1481046556588235e-05
35124  nfqfhx  0  3.475939546459408e-07  1  2.1481046556588235e-05
35125  nfqh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35126  nfqhhy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35127  nfrase  0  3.475939546459408e-07  1  2.1481046556588235e-05
35128  nfraser  0  3.475939546459408e-07  1  2.1481046556588235e-05
35129  nfrx  1  1.0427818639378223e-06  0  7.160348852196079e-06
35130  nfs  15  1.0775412594024165e-05  0  7.160348852196079e-06
35131  nfsd  1  1.0427818639378223e-06  0  7.160348852196079e-06
35132  nfshome  2  1.737969773229704e-06  0  7.160348852196079e-06
35133  nfsstat  1  1.0427818639378223e-06  0  7.160348852196079e-06
35134  nfsur  1  1.0427818639378223e-06  0  7.160348852196079e-06
35135  nft  0  3.475939546459408e-07  1  2.1481046556588235e-05
35136  nftf  1  1.0427818639378223e-06  0  7.160348852196079e-06
35137  nftj  1  1.0427818639378223e-06  0  7.160348852196079e-06
35138  nftkq  0  3.475939546459408e-07  1  2.1481046556588235e-05
35139  nftlrfuj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35140  nftvm  0  3.475939546459408e-07  1  2.1481046556588235e-05
35141  nfu  0  3.475939546459408e-07  1  2.1481046556588235e-05
35142  nfuhygkq  0  3.475939546459408e-07  1  2.1481046556588235e-05
35143  nfuoza  0  3.475939546459408e-07  1  2.1481046556588235e-05
35144  nfusyj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35145  nfuszo  1  1.0427818639378223e-06  0  7.160348852196079e-06
35146  nfw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35147  nfxdtiwbrxdbjuwfbrejrbsz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35148  nfxh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35149  nfxje  0  3.475939546459408e-07  1  2.1481046556588235e-05
35150  nfy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35151  nfyfacyp  0  3.475939546459408e-07  1  2.1481046556588235e-05
35152  nfz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35153  ng  7  5.213909319689112e-06  0  7.160348852196079e-06
35154  ngaahm  1  1.0427818639378223e-06  0  7.160348852196079e-06
35155  ngaiwadnsbw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35156  ngaqfayriavbgj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35157  ngbbjpodelfjjhepgpmhoeeacaaa  1  1.0427818639378223e-06  0  7.160348852196079e-06
35158  ngbh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35159  ngbwrd  0  3.475939546459408e-07  1  2.1481046556588235e-05
35160  ngdgpfwxsw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35161  ngdrkkbpud  0  3.475939546459408e-07  1  2.1481046556588235e-05
35162  nge  0  3.475939546459408e-07  1  2.1481046556588235e-05
35163  ngeajzj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35164  ngf  1  1.0427818639378223e-06  0  7.160348852196079e-06
35165  nghfzih  1  1.0427818639378223e-06  0  7.160348852196079e-06
35166  nghi  0  3.475939546459408e-07  1  2.1481046556588235e-05
35167  nghzss  0  3.475939546459408e-07  1  2.1481046556588235e-05
35168  ngid  0  3.475939546459408e-07  1  2.1481046556588235e-05
35169  ngimp  2  1.737969773229704e-06  0  7.160348852196079e-06
35170  ngj  1  1.0427818639378223e-06  0  7.160348852196079e-06
35171  ngjz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35172  ngkc  1  1.0427818639378223e-06  0  7.160348852196079e-06
35173  nglksftjxe  0  3.475939546459408e-07  1  2.1481046556588235e-05
35174  ngp  1  1.0427818639378223e-06  0  7.160348852196079e-06
35175  ngqdrawo  0  3.475939546459408e-07  1  2.1481046556588235e-05
35176  ngs  0  3.475939546459408e-07  1  2.1481046556588235e-05
35177  ngtv  1  1.0427818639378223e-06  0  7.160348852196079e-06
35178  nguage  0  3.475939546459408e-07  1  2.1481046556588235e-05
35179  ngvcn  0  3.475939546459408e-07  1  2.1481046556588235e-05
35180  ngvnf  0  3.475939546459408e-07  1  2.1481046556588235e-05
35181  ngvyrgjtawene  0  3.475939546459408e-07  1  2.1481046556588235e-05
35182  ngw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35183  ngwf  0  3.475939546459408e-07  1  2.1481046556588235e-05
35184  ngx  1  1.0427818639378223e-06  0  7.160348852196079e-06
35185  ngxlwf  0  3.475939546459408e-07  1  2.1481046556588235e-05
35186  ngyuklrwslktst  0  3.475939546459408e-07  1  2.1481046556588235e-05
35187  nh  3  2.4331576825215854e-06  0  7.160348852196079e-06
35188  nhad  1  1.0427818639378223e-06  0  7.160348852196079e-06
35189  nhaled  0  3.475939546459408e-07  1  2.1481046556588235e-05
35190  nhawxib  0  3.475939546459408e-07  1  2.1481046556588235e-05
35191  nhaxn  0  3.475939546459408e-07  1  2.1481046556588235e-05
35192  nhb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35193  nhbglmb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35194  nhc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35195  nhcnrfdg  0  3.475939546459408e-07  1  2.1481046556588235e-05
35196  nhd  1  1.0427818639378223e-06  0  7.160348852196079e-06
35197  nhdgvnb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35198  nhdgxhew  0  3.475939546459408e-07  1  2.1481046556588235e-05
35199  nhfquc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35200  nhfs  0  3.475939546459408e-07  1  2.1481046556588235e-05
35201  nhfsvejl  0  3.475939546459408e-07  1  2.1481046556588235e-05
35202  nhgmvrh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35203  nhgo  0  3.475939546459408e-07  1  2.1481046556588235e-05
35204  nhhkhx  0  3.475939546459408e-07  1  2.1481046556588235e-05
35205  nhhmhy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35206  nhhmu  0  3.475939546459408e-07  1  2.1481046556588235e-05
35207  nhhnhx  0  3.475939546459408e-07  1  2.1481046556588235e-05
35208  nhhpd  0  3.475939546459408e-07  1  2.1481046556588235e-05
35209  nhhphy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35210  nhi  0  3.475939546459408e-07  1  2.1481046556588235e-05
35211  nhijksvluogpqjo  0  3.475939546459408e-07  1  2.1481046556588235e-05
35212  nhipnmv  0  3.475939546459408e-07  1  2.1481046556588235e-05
35213  nhj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35214  nhk  0  3.475939546459408e-07  1  2.1481046556588235e-05
35215  nhkna  0  3.475939546459408e-07  1  2.1481046556588235e-05
35216  nhl  0  3.475939546459408e-07  1  2.1481046556588235e-05
35217  nhlawyers  0  3.475939546459408e-07  1  2.1481046556588235e-05
35218  nhlx  0  3.475939546459408e-07  1  2.1481046556588235e-05
35219  nhlxxvqr  0  3.475939546459408e-07  1  2.1481046556588235e-05
35220  nhlxxvqv  0  3.475939546459408e-07  1  2.1481046556588235e-05
35221  nhns  0  3.475939546459408e-07  1  2.1481046556588235e-05
35222  nhooai  0  3.475939546459408e-07  1  2.1481046556588235e-05
35223  nhordc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35224  nhoutj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35225  nhp  0  3.475939546459408e-07  1  2.1481046556588235e-05
35226  nhppz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35227  nhpvv  0  3.475939546459408e-07  1  2.1481046556588235e-05
35228  nhqi  0  3.475939546459408e-07  1  2.1481046556588235e-05
35229  nhqlgcuzr  0  3.475939546459408e-07  1  2.1481046556588235e-05
35230  nhs  0  3.475939546459408e-07  1  2.1481046556588235e-05
35231  nhuuy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35232  nhuxx  0  3.475939546459408e-07  1  2.1481046556588235e-05
35233  nhz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35234  nhzmvfc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35235  ni  5  3.823533501105349e-06  0  7.160348852196079e-06
35236  nia  0  3.475939546459408e-07  1  2.1481046556588235e-05
35237  niagara  0  3.475939546459408e-07  1  2.1481046556588235e-05
35238  niall  140  9.767390125550936e-05  0  7.160348852196079e-06
35239  niallsheridan  5  3.823533501105349e-06  0  7.160348852196079e-06
35240  niamh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35241  niarvlual  0  3.475939546459408e-07  1  2.1481046556588235e-05
35242  niauquncxq  0  3.475939546459408e-07  1  2.1481046556588235e-05
35243  nibheas  0  3.475939546459408e-07  1  2.1481046556588235e-05
35244  nibib  0  3.475939546459408e-07  1  2.1481046556588235e-05
35245  nibirulhsfq  0  3.475939546459408e-07  1  2.1481046556588235e-05
35246  nibn  0  3.475939546459408e-07  1  2.1481046556588235e-05
35247  nibshx  0  3.475939546459408e-07  1  2.1481046556588235e-05
35248  nibxgm  0  3.475939546459408e-07  1  2.1481046556588235e-05
35249  nibxhy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35250  nibzaxplpti  0  3.475939546459408e-07  1  2.1481046556588235e-05
35251  nic  14  1.0080224684732283e-05  0  7.160348852196079e-06
35252  nica  0  3.475939546459408e-07  1  2.1481046556588235e-05
35253  nicagbxkgcgfwzxigaw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35254  nicamente  0  3.475939546459408e-07  1  2.1481046556588235e-05
35255  nicbnte  0  3.475939546459408e-07  1  2.1481046556588235e-05
35256  nicchic  0  3.475939546459408e-07  1  2.1481046556588235e-05
35257  niccnanvuaybtywlsjycuiekgbwfkzsbmdw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35258  nice  100  6.98663848838341e-05  0  7.160348852196079e-06
35259  nicee  0  3.475939546459408e-07  1  2.1481046556588235e-05
35260  nicely  8  5.909097228980993e-06  0  7.160348852196079e-06
35261  nicer  5  3.823533501105349e-06  0  7.160348852196079e-06
35262  nicereturns  0  3.475939546459408e-07  1  2.1481046556588235e-05
35263  nicety  0  3.475939546459408e-07  1  2.1481046556588235e-05
35264  niche  1  1.0427818639378223e-06  0  7.160348852196079e-06
35265  niches  1  1.0427818639378223e-06  0  7.160348852196079e-06
35266  nichesatisfaction  0  3.475939546459408e-07  1  2.1481046556588235e-05
35267  nichofaigh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35268  nichols  0  3.475939546459408e-07  1  2.1481046556588235e-05
35269  nicholson  0  3.475939546459408e-07  1  2.1481046556588235e-05
35270  nichuir  0  3.475939546459408e-07  1  2.1481046556588235e-05
35271  nicisixwckdcpldaxndq  0  3.475939546459408e-07  1  2.1481046556588235e-05
35272  nick  37  2.606954659844556e-05  0  7.160348852196079e-06
35273  nickel  1  1.0427818639378223e-06  0  7.160348852196079e-06
35274  nickerss  0  3.475939546459408e-07  1  2.1481046556588235e-05
35275  nickf  0  3.475939546459408e-07  1  2.1481046556588235e-05
35276  nickm  21  1.4946540049775455e-05  0  7.160348852196079e-06
35277  nicknames  0  3.475939546459408e-07  1  2.1481046556588235e-05
35278  nicky  0  3.475939546459408e-07  1  2.1481046556588235e-05
35279  nicmhean  0  3.475939546459408e-07  1  2.1481046556588235e-05
35280  nicola  0  3.475939546459408e-07  1  2.1481046556588235e-05
35281  nicolakelly  0  3.475939546459408e-07  1  2.1481046556588235e-05
35282  nicotine  0  3.475939546459408e-07  1  2.1481046556588235e-05
35283  nicwuh  0  3.475939546459408e-07  1  2.1481046556588235e-05
35284  nidvlphof  0  3.475939546459408e-07  1  2.1481046556588235e-05
35285  nie  1  1.0427818639378223e-06  0  7.160348852196079e-06
35286  niece  1  1.0427818639378223e-06  0  7.160348852196079e-06
35287  niederhasli  0  3.475939546459408e-07  1  2.1481046556588235e-05
35288  niefjjmmnpjnopidjbfbeeoncdaa  3  2.4331576825215854e-06  0  7.160348852196079e-06
35289  niefjjmmnpjnopidjbfboeeecdaa  2  1.737969773229704e-06  0  7.160348852196079e-06
35290  niefuz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35291  niejsx  0  3.475939546459408e-07  1  2.1481046556588235e-05
35292  nielsen  1  1.0427818639378223e-06  0  7.160348852196079e-06
35293  nienvbmrpdglvbibpbibjrum  0  3.475939546459408e-07  1  2.1481046556588235e-05
35294  nieur  0  3.475939546459408e-07  1  2.1481046556588235e-05
35295  niez  1  1.0427818639378223e-06  0  7.160348852196079e-06
35296  niezr  1  1.0427818639378223e-06  0  7.160348852196079e-06
35297  nifbyb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35298  niflatharta  0  3.475939546459408e-07  1  2.1481046556588235e-05
35299  nifty  0  3.475939546459408e-07  1  2.1481046556588235e-05
35300  nig  0  3.475939546459408e-07  1  2.1481046556588235e-05
35301  nigeria  4  3.1283455918134672e-06  0  7.160348852196079e-06
35302  nigerian  10  7.299473047564757e-06  0  7.160348852196079e-06
35303  nigfib  0  3.475939546459408e-07  1  2.1481046556588235e-05
35304  nigfsbcb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35305  nigfuzcau  0  3.475939546459408e-07  1  2.1481046556588235e-05
35306  nigfuzcautkvuigrvbwfpbibuyw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35307  nighhchblbnmgdg  0  3.475939546459408e-07  1  2.1481046556588235e-05
35308  nighlawdodd  0  3.475939546459408e-07  1  2.1481046556588235e-05
35309  night  30  2.1203231233402387e-05  0  7.160348852196079e-06
35310  nightclubs  0  3.475939546459408e-07  1  2.1481046556588235e-05
35311  nightguy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35312  nightline  0  3.475939546459408e-07  1  2.1481046556588235e-05
35313  nightly  0  3.475939546459408e-07  1  2.1481046556588235e-05
35314  nightmare  1  1.0427818639378223e-06  0  7.160348852196079e-06
35315  nights  2  1.737969773229704e-06  0  7.160348852196079e-06
35316  nighttime  0  3.475939546459408e-07  1  2.1481046556588235e-05
35317  nightwatch  10  7.299473047564757e-06  0  7.160348852196079e-06
35318  nigjvcmrlcj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35319  nigl  0  3.475939546459408e-07  1  2.1481046556588235e-05
35320  nigludgvyzxn  0  3.475939546459408e-07  1  2.1481046556588235e-05
35321  nigluy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35322  niglzdqo  0  3.475939546459408e-07  1  2.1481046556588235e-05
35323  niglziezsruuhidxicj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35324  nignsawnrighlcmuncg  0  3.475939546459408e-07  1  2.1481046556588235e-05
35325  nigol  0  3.475939546459408e-07  1  2.1481046556588235e-05
35326  nigro  0  3.475939546459408e-07  1  2.1481046556588235e-05
35327  nigrpc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35328  nigrpzg  0  3.475939546459408e-07  1  2.1481046556588235e-05
35329  nigur  1  1.0427818639378223e-06  0  7.160348852196079e-06
35330  nigutbwfp  0  3.475939546459408e-07  1  2.1481046556588235e-05
35331  nigutbwfpbhmgdw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35332  nigv  1  1.0427818639378223e-06  0  7.160348852196079e-06
35333  nigvf  1  1.0427818639378223e-06  0  7.160348852196079e-06
35334  nigxpc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35335  nigxvdybmyxquiedyawxsia  0  3.475939546459408e-07  1  2.1481046556588235e-05
35336  nigzv  0  3.475939546459408e-07  1  2.1481046556588235e-05
35337  nigzvcibgcmvlie  0  3.475939546459408e-07  1  2.1481046556588235e-05
35338  nigzvcibhbibhzmzvcmrhymxligj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35339  nigzyb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35340  nihdpdgggdghpcyblegftcgxllcb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35341  nihjlcg  0  3.475939546459408e-07  1  2.1481046556588235e-05
35342  nihlvdxigynvzaw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35343  nihlvdxjzzwxmigzyb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35344  nihn  0  3.475939546459408e-07  1  2.1481046556588235e-05
35345  nihny  0  3.475939546459408e-07  1  2.1481046556588235e-05
35346  nihnyyz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35347  nihopg  0  3.475939546459408e-07  1  2.1481046556588235e-05
35348  nihq  1  1.0427818639378223e-06  0  7.160348852196079e-06
35349  nihrhcmdldd  0  3.475939546459408e-07  1  2.1481046556588235e-05
35350  nihroyxqganvzdcbt  0  3.475939546459408e-07  1  2.1481046556588235e-05
35351  nihrozsbnyw  0  3.475939546459408e-07  1  2.1481046556588235e-05
35352  nihrozsbwcm  0  3.475939546459408e-07  1  2.1481046556588235e-05
35353  nihrozxkgy  0  3.475939546459408e-07  1  2.1481046556588235e-05
35354  nihrv  0  3.475939546459408e-07  1  2.1481046556588235e-05
35355  nihrvigegbgluaywgysbjbgfzc  0  3.475939546459408e-07  1  2.1481046556588235e-05
35356  nihrvihvzzsb  0  3.475939546459408e-07  1  2.1481046556588235e-05
35357  nihuyatut  0  3.475939546459408e-07  1  2.1481046556588235e-05
35358  nii  0  3.475939546459408e-07  1  2.1481046556588235e-05
35359  niigagvp  0  3.475939546459408e-07  1  2.1481046556588235e-05
35360  niigd  0  3.475939546459408e-07  1  2.1481046556588235e-05
35361  nij  0  3.475939546459408e-07  1  2.1481046556588235e-05
35362  nikavo  0  3.475939546459408e-07  1  2.1481046556588235e-05
35363  nikg  0  3.475939546459408e-07  1  2.1481046556588235e-05
35364  nikkid  0  3.475939546459408e-07  1  2.1481046556588235e-05
35365  nil  2  1.737969773229704e-06  0  7.160348852196079e-06
35366  nile  1  1.0427818639378223e-06  0  7.160348852196079e-06
35367  nils  3  2.4331576825215854e-06  0  7.160348852196079e-06
35368  nilsimsa  1  1.0427818639378223e-06  0  7.160348852196079e-06
35369  nim  0  3.475939546459408e-07  1  2.1481046556588235e-05
35370  nimhainin  0  3.475939546459408e-07  1  2.1481046556588235e-05
35371  nin  0  3.475939546459408e-07  1  2.1481046556588235e-05
35372  nina  0  3.475939546459408e-07  1  2.1481046556588235e-05
35373  nine  5  3.823533501105349e-06  0  7.160348852196079e-06
35374  nineplanets  0  3.475939546459408e-07  1  2.1481046556588235e-05
35375  nineteen  0  3.475939546459408e-07  1  2.1481046556588235e-05
35376  nineteenth  3  2.4331576825215854e-06  0  7.160348852196079e-06
35377  ninety  2  1.737969773229704e-06  0  7.160348852196079e-06
35378  ning  0  3.475939546459408e-07  1  2.1481046556588235e-05
35379  nings  0  3.475939546459408e-07  1  2.1481046556588235e-05
35380  ninos  1  1.0427818639378223e-06  0  7.160348852196079e-06
35381  ninth  0  3.475939546459408e-07  1  2.1481046556588235e-05
35382  nio  0  3.475939546459408e-07  1  2.1481046556588235e-05
35383  niof  0  3.475939546459408e-07  1  2.1481046556588235e-05
35384  nipped  0  3.475939546459408e-07  1  2.1481046556588235e-05
35385  nipple  0  3.475939546459408e-07  1  2.1481046556588235e-05
35386  nipples  1  1.0427818639378223e-06  0  7.160348852196079e-06
35387  nipponese  2  1.737969773229704e-06  0  7.160348852196079e-06
35388  niqcspll  0  3.475939546459408e-07  1  2.1481046556588235e-05
35389  niqwyoqvrlvf  0  3.475939546459408e-07  1  2.1481046556588235e-05
35390  nireland  0  3.475939546459408e-07  1  2.1481046556588235e-05
35391  nirjbaggofymkfiu  0  3.475939546459408e-07  1  2.1481046556588235e-05
35392  nirk  2  1.737969773229704e-06  0  7.160348852196079e-06
35393  nis  4  3.1283455918134672e-06  0  7.160348852196079e-06
35394  nisdomainname  3  2.4331576825215854e-06  0  7.160348852196079e-06
35395  nisdscmctz  0  3.475939546459408e-07  1  2.1481046556588235e-05
35396  nisf  0  3.475939546459408e-07  1  2.1481046556588235e-05
35397  nisusa  0  3.475939546459408e-07  1  2.1481046556588235e-05
35398  nit  3  2.4331576825215854e-06  0  7.160348852196079e-06
35399  nitaj  0  3.475939546459408e-07  1  2.1481046556588235e-05
35400  nitdr  0  3.475939546459408e-07  1  2.1481046556588235e-05
35401  nite  0  3.475939546459408e-07  1  2.1481046556588235e-05
35402  nitfy  1  1.0427818639378223e-06  0  7.160348852196079e-06
35403  nitif  0  3.475939546459408e-07  1  2.1481046556588235e-05
35404  nitin  1  1.0427818639378223e-06  0  7.160348852196079e-06
35405  nitj  0  3.475939546459408e-07  1  2.1481046556588235e-05
